2022-01-25 00:00:16.462> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N76 0388 29135-N7600 2021-12-22
2022-01-25 00:34:17.954> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:34:20.653> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:35:14.335> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0309 29136-CZ000 2022-01-21
2022-01-25 00:35:15.224> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0444 29135-N7000 2022-01-24
2022-01-25 00:35:16.285> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0343 29134-N7000 2022-01-21
2022-01-25 00:35:19.966> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0441 29150-CZ000 2022-01-20
2022-01-25 00:35:21.760> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:35:25.567> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:36:05.520> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0034 29136-N70002022-01-20 
2022-01-25 00:36:07.298> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0448 29135-N7000 2022-01-24
2022-01-25 00:36:07.938> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0342 29134-N7000 2022-01-21
2022-01-25 00:36:10.933> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0047 29150-N7000 2022-01-20
2022-01-25 00:36:12.774> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:36:15.457> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:36:58.265> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0036 29136-N70002022-01-20 
2022-01-25 00:36:58.920> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0445 29135-N7000 2022-01-24
2022-01-25 00:36:59.747> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0324 29134-N7000 2022-01-21
2022-01-25 00:37:03.803> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0410 29150-N7000 2022-01-20
2022-01-25 00:38:25.659> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0308 29136-CZ000 2022-01-21
2022-01-25 00:38:26.267> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0510 29135-N7000 2022-01-24
2022-01-25 00:38:27.235> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0321 29134-N7000 2022-01-21
2022-01-25 00:38:30.043> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0444 29150-CZ000 2022-01-20
2022-01-25 00:38:32.664> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:38:35.550> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:39:29.293> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 070122001500062827307620
2022-01-25 00:39:36.329> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VEHSNP92101G4600     SPP5LEHG4M0001 T220117HA5AA00000801A M CL009PP5L0041989
2022-01-25 00:39:38.357> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VEHSNP92102G4600     SPP5REHG4M0001 T220114HA6CA00009061A M CR009PP5R0041647
2022-01-25 00:39:39.808> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VD136P81130G3000SG30EHS0K0176T210907V3D1AL5100QIG2365MN
2022-01-25 00:40:20.370> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0033 29136-N70002022-01-20 
2022-01-25 00:40:21.228> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0517 29135-N7000 2022-01-24
2022-01-25 00:40:21.976> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0346 29134-N7000 2022-01-21
2022-01-25 00:40:24.660> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0412 29150-N7000 2022-01-20
2022-01-25 00:40:26.438> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:40:29.246> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:41:23.427> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0305 29136-CZ000 2022-01-21
2022-01-25 00:41:25.642> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0511 29135-N7000 2022-01-24
2022-01-25 00:41:26.906> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0337 29134-N7000 2022-01-21
2022-01-25 00:41:30.135> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0443 29150-CZ000 2022-01-20
2022-01-25 00:41:32.085> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VUR49P95460N9000SN900T2109012300A0178
2022-01-25 00:41:34.441> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:41:37.779> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:41:59.885> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2022-01-25 00:42:00.369> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2022-01-25 00:42:05.720> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211015IH31A0002995CHL03
2022-01-25 00:42:59.697> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0043 29136-N70002022-01-20 
2022-01-25 00:43:00.493> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0512 29135-N7000 2022-01-24
2022-01-25 00:43:02.022> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0326 29134-N7000 2022-01-21
2022-01-25 00:43:05.672> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0411 29150-N7000 2022-01-20
2022-01-25 00:43:07.404> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:43:10.212> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:43:52.396> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0205 29136-N70002022-01-21 
2022-01-25 00:43:53.004> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0519 29135-N7000 2022-01-24
2022-01-25 00:43:53.800> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0341 29134-N7000 2022-01-21
2022-01-25 00:43:56.717> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0413 29150-N7000 2022-01-20
2022-01-25 00:43:59.291> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:44:02.583> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:45:24.361> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0297 29136-CZ000 2022-01-21
2022-01-25 00:45:25.266> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0499 29135-N7000 2022-01-24
2022-01-25 00:45:25.937> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0339 29134-N7000 2022-01-21
2022-01-25 00:45:30.461> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0435 29150-CZ000 2022-01-20
2022-01-25 00:45:33.706> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:45:37.528> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:46:58.681> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0206 29136-N70002022-01-21 
2022-01-25 00:46:59.976> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0498 29135-N7000 2022-01-24
2022-01-25 00:47:00.928> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0359 29134-N7000 2022-01-21
2022-01-25 00:47:03.658> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0414 29150-N7000 2022-01-20
2022-01-25 00:47:05.499> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:47:08.151> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:47:55.202> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0209 29136-N70002022-01-21 
2022-01-25 00:47:57.012> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0496 29135-N7000 2022-01-24
2022-01-25 00:47:58.182> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0345 29134-N7000 2022-01-21
2022-01-25 00:48:01.333> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0415 29150-N7000 2022-01-20
2022-01-25 00:48:33.423> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25414-K400000000050
2022-01-25 00:48:33.938> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 25415-K400000000030
2022-01-25 00:48:40.054> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VLN52P81130J9000SH01EHJ9L0410T211015IH31A0002991CHL03
2022-01-25 00:49:56.902> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZL0 0276 29136-CZ000 2022-01-21
2022-01-25 00:49:57.682> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0500 29135-N7000 2022-01-24
2022-01-25 00:49:58.664> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0347 29134-N7000 2022-01-21
2022-01-25 00:50:02.190> BarcodeResult: OK, MSG: COMPLETE , BARCODE: CZ00 0436 29150-CZ000 2022-01-20
2022-01-25 00:50:04.234> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:50:06.917> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:52:28.055> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0207 29136-N70002022-01-21 
2022-01-25 00:52:29.116> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0490 29135-N7000 2022-01-24
2022-01-25 00:52:29.911> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0335 29134-N7000 2022-01-21
2022-01-25 00:52:32.735> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NA70 0417 29150-N7000 2022-01-20
2022-01-25 00:52:35.356> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220007012064971N7000
2022-01-25 00:52:38.133> BarcodeResult: OK, MSG: COMPLETE , BARCODE: 2001220001012064981N7000
2022-01-25 00:53:31.081> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VEHSNP92101G4600     SPP5LEHG4M0001 T220117HA5AA00000741A M CL009PP5L0041983
2022-01-25 00:53:32.610> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VEHSNP92102G4600     SPP5REHG4M0001 T220114HA6CA00009041A M CR009PP5R0041645
2022-01-25 00:53:35.262> BarcodeResult: OK, MSG: COMPLETE , BARCODE: [)>06VD136P81130G3000SG30EHS0K0176T210907V3D1AL5100QIG2371MN
2022-01-25 00:54:56.868> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NL70 0208 29136-N70002022-01-21 
2022-01-25 00:54:57.476> BarcodeResult: OK, MSG: COMPLETE , BARCODE: N70 0522 29135-N7000 2022-01-24
2022-01-25 00:54:58.724> BarcodeResult: OK, MSG: COMPLETE , BARCODE: NR70 0344 29134-N7000 2022-01-21
